Date	Visiting Team	Visiting League	Visiting Team Game	Home Team	Home League	Home Team Game	Visiting Score	Home Score	Length in Outs	Park Code	Visit Bats	Visit Hits	Visit Doubles	Visit Triples	Visit Homeruns	Visit RBI	Visit Putouts	Visit Assist	Visit Errors	Visit Passed Balls	Visit Double Plays	Visit Tripple Plays	Home bats	Home Hits	Home Doubles	Home Triples	Home Homeruns	Home RBI	Home Putouts	Home Assist	Home Errors	Home Passed Balls	Home Double Plays	Home Triple Plays
20160406	LAN	NL	3	SDN	NL	3	7	0	54	SAN02	36	11	1	1	2	7	27	14	1	0	0	0	32	5	0	0	0	0	27	8	0	0	1	0
20160407	TEX	AL	4	ANA	AL	3	3	4	53	ANA01	29	4	0	0	1	3	26	11	0	0	1	0	36	11	2	0	1	4	27	10	1	0	0	0
20160407	MIN	AL	3	BAL	AL	3	2	4	51	BAL12	34	9	2	0	1	2	24	4	0	0	1	0	31	8	1	0	2	3	27	10	1	0	1	0
20160407	HOU	AL	3	NYA	AL	3	5	8	51	NYC21	36	9	2	0	2	5	24	4	1	0	0	0	35	12	2	0	3	8	27	6	0	0	0	0
20160407	CHA	AL	4	OAK	AL	4	6	1	54	OAK01	38	10	1	0	1	6	27	7	1	0	0	0	32	4	0	0	0	1	27	10	2	0	0	0
20160407	CHN	NL	3	ARI	NL	4	14	6	54	PHO01	41	14	3	2	1	11	27	8	0	0	1	0	33	8	2	1	2	6	27	9	2	0	0	0
20160407	PHI	NL	3	CIN	NL	3	6	10	51	CIN09	35	9	3	0	3	5	24	7	1	0	0	0	34	12	1	0	3	10	27	8	1	0	1	0
20160407	LAN	NL	4	SFN	NL	4	6	12	51	SFO03	39	13	3	0	1	6	24	10	1	0	1	0	39	17	2	1	1	12	27	10	0	0	1	0
20160407	MIA	NL	3	WAS	NL	3	6	4	54	WAS11	39	13	3	0	0	6	27	8	1	0	0	0	32	6	2	1	1	4	27	11	1	0	1	0
20160408	TEX	AL	5	ANA	AL	4	7	3	54	ANA01	36	10	2	0	1	6	27	8	0	0	1	0	33	7	1	1	0	3	27	4	1	0	0	0
20160408	TBA	AL	5	BAL	AL	4	1	6	51	BAL12	30	5	1	0	1	1	24	10	0	0	2	0	32	10	0	0	4	6	27	16	0	0	2	0
20160408	CLE	AL	3	CHA	AL	5	7	1	54	CHI12	34	9	3	1	0	6	27	10	0	0	2	0	27	3	0	0	1	1	27	10	1	0	1	0
20160408	NYA	AL	4	DET	AL	3	0	4	51	DET05	28	3	0	0	0	0	24	8	0	0	1	0	36	13	1	0	1	4	27	9	0	0	1	0
20160408	MIN	AL	4	KCA	AL	3	3	4	51	KAN06	32	6	2	1	1	3	24	9	1	0	0	0	32	9	2	1	0	4	27	13	0	0	0	0
20160408	OAK	AL	5	SEA	AL	4	3	2	54	SEA03	36	9	1	0	2	3	27	8	2	0	1	0	31	4	0	0	1	2	27	9	2	0	2	0
20160408	BOS	AL	3	TOR	AL	5	8	7	54	TOR02	38	11	4	0	1	8	27	10	0	0	0	0	34	9	0	1	1	7	27	12	1	0	0	0
20160408	CHN	NL	4	ARI	NL	5	2	3	53	PHO01	30	5	2	0	0	2	26	12	1	0	1	0	31	8	2	0	0	3	27	13	0	0	2	0
20160408	SLN	NL	4	ATL	NL	3	7	4	54	ATL02	36	11	2	0	4	6	27	10	2	0	1	0	31	5	0	0	0	4	27	11	0	0	0	0
20160408	PIT	NL	4	CIN	NL	4	6	5	54	CIN09	35	8	1	0	1	6	27	15	3	0	2	0	30	6	0	0	1	4	27	8	3	0	1	0
20160408	SDN	NL	4	COL	NL	4	13	6	54	DEN02	44	18	3	1	2	13	27	9	0	0	2	0	35	9	3	0	2	6	27	9	0	0	1	0
20160408	HOU	AL	4	MIL	NL	4	4	6	51	MIL06	34	9	4	0	1	4	24	5	0	0	0	0	29	7	2	0	3	6	27	13	0	0	1	0
20160408	PHI	NL	4	NYN	NL	3	2	7	51	NYC20	34	8	1	0	0	2	24	6	1	0	0	0	34	9	3	0	0	7	27	11	1	0	1	0
20160408	LAN	NL	5	SFN	NL	5	2	3	57	SFO03	38	9	1	0	0	2	27	12	0	0	1	0	28	2	0	0	2	3	30	14	0	0	1	0
20160409	TEX	AL	6	ANA	AL	5	4	1	54	ANA01	36	10	5	0	1	4	27	14	0	0	3	0	29	5	1	0	0	1	27	11	2	0	1	0
20160409	CLE	AL	4	CHA	AL	6	3	7	51	CHI12	33	7	0	0	2	3	24	8	3	0	0	0	35	10	1	0	2	6	27	10	1	0	1	0
20160409	NYA	AL	5	DET	AL	4	8	4	54	DET05	38	13	0	1	2	8	27	9	1	0	1	0	33	7	1	0	0	3	27	13	1	0	1	0
20160409	MIN	AL	5	KCA	AL	4	0	7	51	KAN06	33	7	1	0	0	0	24	10	2	0	0	0	35	10	1	1	3	6	27	7	0	0	0	0
20160409	OAK	AL	6	SEA	AL	5	6	1	54	SEA03	37	11	3	0	1	6	27	9	0	0	2	0	30	5	1	0	1	1	27	10	0	0	0	0
20160409	BOS	AL	4	TOR	AL	6	8	4	54	TOR02	38	11	5	1	0	7	27	9	1	0	0	0	35	7	1	0	2	4	27	8	1	2	0	0
20160409	CHN	NL	5	ARI	NL	6	4	2	54	PHO01	35	10	4	0	0	4	27	12	0	0	0	0	30	4	1	0	0	1	27	10	1	0	2	0
20160409	SLN	NL	5	ATL	NL	4	12	2	54	ATL02	42	14	2	1	0	9	27	8	3	0	2	0	32	4	1	0	0	2	27	5	3	1	1	0
20160409	PIT	NL	5	CIN	NL	5	1	5	51	CIN09	34	10	2	0	0	1	24	12	1	0	1	0	30	8	1	0	1	5	27	8	1	0	3	0
20160409	SDN	NL	5	COL	NL	5	16	3	54	DEN02	44	19	2	0	4	16	27	8	1	0	0	0	35	8	4	0	0	2	27	17	2	0	2	0
20160409	HOU	AL	5	MIL	NL	5	6	4	54	MIL06	30	9	0	0	3	6	27	13	0	0	0	0	34	8	2	0	2	3	27	12	2	0	2	0
20160409	PHI	NL	5	NYN	NL	4	1	0	54	NYC20	33	8	1	0	1	1	27	4	0	0	0	0	30	3	1	0	0	0	27	6	0	0	1	0
20160409	LAN	NL	6	SFN	NL	6	3	2	60	SFO03	41	10	6	0	0	3	30	9	0	0	0	0	35	5	0	0	2	2	30	7	1	0	0	0
20160410	TEX	AL	7	ANA	AL	6	1	3	51	ANA01	33	7	1	0	1	1	24	17	1	0	3	0	26	7	0	0	0	3	27	6	0	0	1	0
20160410	TBA	AL	6	BAL	AL	5	3	5	51	BAL12	34	8	1	0	1	3	24	13	0	0	2	0	31	11	2	0	1	4	27	7	1	0	0	0
20160410	MIN	AL	6	KCA	AL	5	3	4	59	KAN06	40	11	0	0	1	3	29	12	1	0	0	0	35	7	1	1	1	3	30	4	2	0	0	0
20160410	OAK	AL	7	SEA	AL	6	2	1	60	SEA03	35	5	1	0	2	2	30	12	1	0	1	0	36	6	3	0	0	0	30	10	0	0	0	0
20160410	BOS	AL	5	TOR	AL	7	0	3	51	TOR02	32	7	2	0	0	0	24	15	1	2	3	0	28	7	1	0	1	2	27	7	0	0	1	0
20160410	CHN	NL	6	ARI	NL	7	7	3	54	PHO01	37	12	2	0	2	7	27	13	0	0	0	0	35	8	2	0	2	3	27	4	0	0	1	0
20160410	SLN	NL	6	ATL	NL	5	12	7	54	ATL02	36	10	2	0	2	12	27	7	1	0	1	0	36	11	5	0	1	6	27	7	0	0	0	0
20160410	PIT	NL	6	CIN	NL	6	1	2	52	CIN09	32	9	1	0	1	1	25	15	0	0	3	0	30	10	2	1	1	2	27	10	0	0	0	0
20160410	SDN	NL	6	COL	NL	6	3	6	51	DEN02	33	8	2	0	0	3	24	14	0	0	1	0	32	9	1	0	5	6	27	11	1	0	0	0
20160410	HOU	AL	6	MIL	NL	6	2	3	51	MIL06	28	3	0	0	2	2	24	10	1	0	2	0	29	6	3	0	0	3	27	9	1	0	0	0
20160410	PHI	NL	6	NYN	NL	5	5	2	54	NYC20	31	9	1	0	1	5	27	7	0	0	0	0	31	4	1	0	1	2	27	11	0	0	1	0
20160410	LAN	NL	7	SFN	NL	7	6	9	51	SFO03	35	10	1	0	0	6	24	12	0	0	1	0	34	12	3	0	3	9	27	5	0	0	0	0
20160410	MIA	NL	4	WAS	NL	4	2	4	51	WAS11	31	7	0	2	1	2	24	12	0	0	1	0	33	11	3	0	0	4	27	15	0	0	2	0
20160411	BAL	AL	6	BOS	AL	6	9	7	54	BOS07	35	9	3	0	2	9	27	8	2	0	2	0	36	11	2	0	1	7	27	5	0	0	1	0
20160411	PIT	NL	7	DET	AL	5	7	4	54	DET05	36	17	6	0	0	7	27	10	1	0	3	0	32	6	0	0	2	3	27	12	0	0	4	0
20160411	KCA	AL	6	HOU	AL	7	2	8	51	HOU03	37	11	1	0	1	2	24	10	0	0	0	0	37	14	3	2	1	8	27	8	0	0	2	0
20160411	CHA	AL	7	MIN	AL	7	4	1	54	MIN04	37	9	1	0	0	4	27	8	0	0	2	0	31	6	1	0	0	1	27	9	1	0	0	0
20160411	ANA	AL	7	OAK	AL	8	4	1	54	OAK01	34	9	2	0	1	4	27	8	0	0	2	0	35	10	1	1	0	1	27	11	0	0	2	0
20160411	TEX	AL	8	SEA	AL	7	7	3	54	SEA03	38	14	3	0	0	7	27	8	0	0	0	0	33	7	1	0	1	3	27	9	0	0	1	0
20160411	CIN	NL	7	CHN	NL	7	3	5	51	CHI11	33	7	1	0	1	3	24	10	1	1	0	0	27	3	0	0	1	5	27	14	0	0	1	0
20160411	MIA	NL	5	NYN	NL	6	10	3	54	NYC20	40	15	2	0	2	10	27	10	1	0	1	0	34	7	1	0	0	2	27	10	0	0	0	0
20160411	SDN	NL	7	PHI	NL	7	4	3	54	PHI13	31	6	2	0	1	4	27	6	0	0	3	0	31	8	2	1	0	3	27	10	0	0	1	0
20160411	MIL	NL	7	SLN	NL	7	1	10	51	STL10	32	6	0	0	1	1	24	7	1	0	1	0	40	19	8	2	0	10	27	9	0	0	1	0
20160411	ATL	NL	6	WAS	NL	5	4	6	51	WAS11	32	8	3	0	0	4	24	3	1	0	0	0	33	11	1	0	1	6	27	14	0	0	1	0
20160412	BAL	AL	7	BOS	AL	7	9	5	54	BOS07	36	11	2	0	3	9	27	13	0	0	2	0	35	10	4	0	1	4	27	8	0	1	0	0
20160412	PIT	NL	8	DET	AL	6	2	8	51	DET05	30	5	1	0	1	2	24	6	1	0	1	0	36	14	2	0	2	8	27	15	1	0	2	0
20160412	KCA	AL	7	HOU	AL	8	3	2	54	HOU03	33	7	1	0	1	3	27	9	0	0	2	0	31	7	2	0	0	2	27	12	0	0	1	0
20160412	ANA	AL	8	OAK	AL	9	5	4	54	OAK01	35	10	3	0	1	4	27	11	1	0	1	0	34	7	0	0	2	4	27	12	0	0	2	0
20160412	TEX	AL	9	SEA	AL	8	8	0	54	SEA03	36	12	3	0	1	8	27	4	1	0	0	0	32	4	0	0	0	0	27	6	0	0	2	0
20160412	CLE	AL	5	TBA	AL	7	1	5	51	STP01	31	5	1	0	1	1	24	9	0	0	1	0	27	5	1	0	2	5	27	10	0	0	1	0
20160412	NYA	AL	6	TOR	AL	8	3	2	54	TOR02	33	7	1	0	1	3	27	10	1	0	1	0	29	3	1	0	0	2	27	12	1	0	0	0
20160412	SFN	NL	8	COL	NL	7	7	2	54	DEN02	38	13	3	0	3	7	27	12	1	0	1	0	33	7	0	0	0	1	27	13	0	0	1	0
20160412	ARI	NL	8	LAN	NL	8	4	2	54	LOS03	35	9	3	1	2	4	27	10	0	0	1	0	34	9	2	0	0	2	27	11	1	0	0	0
20160412	MIA	NL	6	NYN	NL	7	2	1	54	NYC20	33	9	1	0	0	2	27	8	0	0	1	0	30	6	1	0	0	1	27	11	0	0	0	0
20160412	SDN	NL	8	PHI	NL	8	0	3	51	PHI13	30	4	1	0	0	0	24	9	2	0	2	0	27	4	0	1	0	2	27	13	1	0	0	0
20160412	ATL	NL	7	WAS	NL	6	1	2	51	WAS11	33	6	2	0	0	1	24	10	0	0	1	0	29	8	1	0	0	2	27	5	1	0	1	0
20160413	BAL	AL	8	BOS	AL	8	2	4	51	BOS07	34	9	3	0	1	2	24	10	0	0	2	0	30	8	1	1	0	4	27	11	0	0	0	0
20160413	KCA	AL	8	HOU	AL	9	4	2	54	HOU03	35	8	3	0	1	3	27	7	1	0	1	0	33	6	2	1	1	2	27	8	1	1	0	0
20160413	CHA	AL	8	MIN	AL	8	3	0	54	MIN04	35	9	2	0	1	2	27	5	0	0	0	0	29	4	1	0	0	0	27	11	0	0	1	0
20160413	ANA	AL	9	OAK	AL	10	5	1	54	OAK01	38	11	3	0	0	5	27	7	1	0	0	0	31	3	0	0	1	1	27	5	0	0	0	0
20160413	TEX	AL	10	SEA	AL	9	2	4	59	SEA03	35	6	0	0	1	2	29	10	3	1	2	0	38	8	1	0	2	4	30	13	1	0	2	0
20160413	CLE	AL	6	TBA	AL	8	4	1	54	STP01	32	5	2	0	1	3	27	8	0	0	0	0	31	5	1	0	0	1	27	5	2	0	0	0
20160413	NYA	AL	7	TOR	AL	9	2	7	51	TOR02	33	8	1	0	1	2	24	12	1	0	2	0	32	10	6	0	0	6	27	11	0	0	2	0
20160413	CIN	NL	8	CHN	NL	8	2	9	51	CHI11	30	7	1	1	0	2	24	4	0	0	0	0	31	8	1	0	1	8	27	10	0	0	3	0
20160413	SFN	NL	9	COL	NL	8	6	10	51	DEN02	31	7	2	0	1	6	24	7	1	0	0	0	40	18	6	4	2	10	27	11	0	0	1	0
20160413	ARI	NL	9	LAN	NL	9	1	3	51	LOS03	29	5	0	0	1	1	24	12	3	0	2	0	31	7	1	0	1	2	27	15	0	0	1	0
20160413	MIA	NL	7	NYN	NL	8	1	2	51	NYC20	33	7	2	0	0	1	24	9	0	0	1	0	27	7	0	0	0	2	27	9	0	0	1	0
20160413	SDN	NL	9	PHI	NL	9	1	2	51	PHI13	33	6	1	0	0	1	24	13	3	0	3	0	27	5	1	0	1	2	27	8	1	0	0	0
20160413	DET	AL	7	PIT	NL	9	7	3	54	PIT08	35	10	2	0	2	7	27	10	0	0	2	0	29	4	1	0	0	3	27	6	0	0	0	0
20160413	MIL	NL	8	SLN	NL	8	6	4	54	STL10	36	9	3	0	1	6	27	14	1	0	0	0	31	6	3	0	1	4	27	11	2	1	1	0
20160413	ATL	NL	8	WAS	NL	7	0	3	51	WAS11	29	5	0	0	0	0	24	9	0	0	0	0	28	4	0	0	2	3	27	10	0	0	2	0
20160414	KCA	AL	9	HOU	AL	10	6	2	54	HOU03	39	13	3	0	1	6	27	7	0	0	3	0	29	5	1	0	1	2	27	9	0	0	0	0
20160414	CHA	AL	9	MIN	AL	9	3	1	54	MIN04	34	9	2	0	1	3	27	12	1	0	0	0	31	4	1	1	0	1	27	8	1	0	1	0
20160414	CLE	AL	7	TBA	AL	9	6	0	54	STP01	39	13	1	0	3	6	27	2	0	0	0	0	31	5	0	0	0	0	27	9	2	0	2	0
20160414	BAL	AL	9	TEX	AL	11	3	6	51	ARL02	34	9	4	0	1	3	24	10	0	0	0	0	33	10	4	0	0	6	27	14	0	0	2	0
20160414	NYA	AL	8	TOR	AL	10	2	4	51	TOR02	30	3	0	0	0	1	24	6	0	0	0	0	32	8	4	0	2	4	27	19	0	0	0	0
20160414	CIN	NL	9	CHN	NL	9	1	8	51	CHI11	32	6	3	0	0	1	24	9	2	0	1	0	33	11	1	0	1	7	27	10	0	0	0	0
20160414	SFN	NL	10	COL	NL	9	6	11	51	DEN02	38	9	2	0	1	5	24	9	1	0	1	0	36	13	5	0	1	11	27	8	3	0	1	0
20160414	ARI	NL	10	LAN	NL	10	2	5	51	LOS03	32	6	2	0	0	2	24	10	1	0	3	0	29	8	1	0	0	5	27	16	0	0	1	0
20160414	SDN	NL	10	PHI	NL	10	0	3	51	PHI13	30	3	0	0	0	0	24	8	1	0	1	0	25	3	1	0	1	2	27	5	0	0	0	0
20160414	DET	AL	8	PIT	NL	10	7	4	54	PIT08	32	9	2	0	1	7	27	16	2	0	1	0	40	14	3	0	0	4	27	12	1	0	1	0
20160414	MIL	NL	9	SLN	NL	9	0	7	51	STL10	28	1	0	0	0	0	24	7	0	0	0	0	32	11	4	0	2	7	27	13	0	0	1	0
20160414	ATL	NL	9	WAS	NL	8	2	6	51	WAS11	30	5	1	0	0	2	24	6	0	0	0	0	30	6	2	0	2	6	27	11	0	0	0	0
20160415	TOR	AL	11	BOS	AL	9	3	5	51	BOS07	29	3	0	0	2	3	24	14	1	1	2	0	32	9	3	0	0	5	27	8	0	0	1	0
20160415	NYN	NL	9	CLE	AL	8	6	5	54	CLE08	40	14	3	0	4	6	27	6	2	0	0	0	42	14	4	0	1	5	27	14	1	1	0	0
20160415	DET	AL	9	HOU	AL	11	0	1	51	HOU03	31	5	0	0	0	0	24	11	1	0	3	0	26	5	0	0	0	1	27	13	0	0	0	0
20160415	ANA	AL	10	MIN	AL	10	4	5	51	MIN04	32	9	2	0	2	4	24	7	0	0	0	0	32	8	4	0	0	5	27	18	1	0	2	0
20160415	SEA	AL	10	NYA	AL	9	7	1	54	NYC21	36	12	3	0	1	7	27	6	0	0	0	0	33	6	1	0	1	1	27	9	1	0	3	0
20160415	KCA	AL	10	OAK	AL	11	4	2	54	OAK01	37	12	1	0	1	3	27	13	1	0	1	0	32	5	1	0	1	2	27	11	1	0	3	0
20160415	CHA	AL	10	TBA	AL	10	1	0	54	STP01	32	6	2	0	0	1	27	5	1	0	0	0	30	2	0	0	0	0	27	9	0	0	1	0
20160415	BAL	AL	10	TEX	AL	12	11	5	54	ARL02	37	13	2	0	5	11	27	8	1	0	1	0	31	6	0	0	1	5	27	13	1	0	3	0
20160415	COL	NL	10	CHN	NL	10	6	1	54	CHI11	38	11	0	0	0	3	27	10	1	0	0	0	30	4	0	0	0	1	27	14	4	1	2	0
20160415	SFN	NL	11	LAN	NL	11	3	7	51	LOS03	33	5	0	0	0	1	24	8	3	0	1	0	35	9	2	1	2	7	27	10	1	0	0	0
20160415	ATL	NL	10	MIA	NL	8	6	3	54	MIA02	33	8	1	0	0	6	27	16	2	0	3	0	37	12	3	0	0	2	27	15	0	0	2	0
20160415	WAS	NL	9	PHI	NL	11	9	1	54	PHI13	43	16	5	0	2	8	27	7	1	0	0	0	32	4	0	0	1	1	27	8	1	0	0	0
20160415	MIL	NL	10	PIT	NL	11	8	4	54	PIT08	35	11	2	0	2	7	27	12	2	0	0	0	36	8	2	0	1	4	27	15	1	0	2	0
20160415	ARI	NL	11	SDN	NL	11	3	2	54	SAN02	32	8	2	0	1	3	27	9	1	0	1	0	34	8	1	0	0	2	27	15	1	0	1	0
20160415	CIN	NL	10	SLN	NL	10	3	14	51	STL10	34	7	1	0	1	3	24	8	3	1	1	0	39	13	2	0	6	14	27	13	0	0	0	0
20160416	TOR	AL	12	BOS	AL	10	2	4	51	BOS07	32	7	2	1	0	2	24	10	0	0	2	0	31	9	1	0	1	4	27	6	0	0	1	0
20160416	NYN	NL	10	CLE	AL	9	5	7	51	CLE08	34	8	3	0	3	5	24	7	0	0	1	0	33	11	3	0	0	7	27	12	0	0	0	0
20160416	DET	AL	10	HOU	AL	12	5	3	54	HOU03	42	15	6	0	1	4	27	12	0	0	2	0	32	8	0	0	2	3	27	8	1	0	0	0
20160416	ANA	AL	11	MIN	AL	11	4	6	51	MIN04	34	9	1	0	0	4	24	5	0	0	1	0	33	10	1	1	3	6	27	14	0	0	0	0
20160416	SEA	AL	11	NYA	AL	10	3	2	54	NYC21	37	10	3	0	1	3	27	10	1	0	1	0	37	10	3	0	1	2	27	7	1	0	0	0
20160416	KCA	AL	11	OAK	AL	12	3	5	51	OAK01	36	9	0	0	0	3	24	5	1	0	0	0	33	10	0	0	2	5	27	10	2	2	2	0
20160416	CHA	AL	11	TBA	AL	11	2	7	51	STP01	33	7	1	0	1	2	24	9	0	0	1	0	32	10	1	0	3	7	27	11	0	0	1	0
20160416	BAL	AL	11	TEX	AL	13	4	8	51	ARL02	37	10	1	0	3	4	24	11	1	0	2	0	34	14	4	0	0	8	27	5	0	0	0	0
20160416	COL	NL	11	CHN	NL	11	2	6	51	CHI11	31	7	2	0	1	2	24	5	1	0	1	0	30	8	1	0	3	6	27	11	0	0	2	0
20160416	SFN	NL	12	LAN	NL	12	4	3	54	LOS03	33	8	1	0	0	3	27	10	0	0	0	0	32	5	3	0	1	3	27	8	0	0	1	0
20160416	ATL	NL	11	MIA	NL	9	6	4	54	MIA02	35	10	4	0	0	6	27	7	0	0	0	0	35	8	1	0	2	4	27	14	1	0	1	0
20160416	WAS	NL	10	PHI	NL	12	8	1	54	PHI13	33	8	2	1	2	8	27	8	0	0	0	0	34	7	1	1	1	1	27	11	1	0	0	0
20160416	MIL	NL	11	PIT	NL	12	0	5	51	PIT08	28	3	1	0	0	0	24	7	0	0	2	0	29	8	2	1	1	5	27	15	0	0	2	0
20160416	ARI	NL	12	SDN	NL	12	3	5	83	SAN02	52	11	4	0	0	2	41	14	1	0	0	0	54	14	2	0	2	5	42	15	2	1	0	0
20160416	CIN	NL	11	SLN	NL	11	9	8	54	STL10	40	15	9	0	1	9	27	10	2	0	0	0	38	10	1	0	2	8	27	11	0	0	0	0
20160417	TOR	AL	13	BOS	AL	11	5	3	54	BOS07	40	14	2	0	1	5	27	9	1	0	0	0	31	4	0	0	1	3	27	4	0	0	1	0
